fk_index_item_description,code,parent,concept_name,source,standard_semantic_hierarchy
Leather house slippers manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
Leather upper athletic footwear manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
Moccasins manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Orthopedic shoes (except extension shoes), children's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Orthopedic shoes (except extension shoes), men's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Orthopedic shoes (except extension shoes), women's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Overshoes, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Overshoes, rubber, or rubber soled fabric, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Pacs, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Pacs, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Protective footwear, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Protective footwear, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Pumps (i.e., dress shoes) manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Sandals, children's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Sandals, men's footwear, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Sandals, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Sandals, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Sandals, women's footwear, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, athletic, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, ballet, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, children's and infant's (except orthopedic extension), manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, cleated or spiked, all materials, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, men's (except orthopedic extension), manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, theatrical, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, women's (except orthopedic extension), manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shoes, wooden, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Shower sandals or slippers, rubber, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
Slipper socks made from purchased socks,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Slippers, ballet, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Slippers, house, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Socks, slipper, made from purchased socks",316210,None,NAICS Index Item Description Code,2022 NAICS,No
Vinyl upper athletic footwear manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Water shoes, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Water shoes, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
Work shoes manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Aprons for textile machinery, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Aprons, leather (e.g., blacksmith's, welder's), manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Attache cases, all materials, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bags (i.e., luggage), all materials, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bags, athletic, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Belt laces, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Belting for machinery, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Belts, leather safety, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Billfolds (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
Binocular cases manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Blacksmith's aprons, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Boot and shoe cut stock and findings, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bows, shoe, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Box toes (i.e., shoe cut stock), leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Boxes, hat (except paper or paperboard), manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Boxes, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Briefcases, all materials, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Camera carrying bags, all materials, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Caps, heel and toe, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Card cases (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Cases, jewelry (except metal), manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Cases, luggage, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Cases, musical instrument, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Checkbook covers (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
Cigar cases (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
Cigarette cases (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Clasps, shoe (leather), manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Coin purses (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Collars and collar pads (i.e., harness) manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Collars, dog, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Comb cases (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Compacts, solid leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Corners, luggage, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Cosmetic bags (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Counters (i.e., shoe cut stock), leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Crops, riding, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Cut stock for boots and shoes manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Desk sets, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Dog furnishings (e.g., collars, harnesses, leashes, muzzles) manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Eyeglass cases (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
Feed bags for horses manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Findings, boot and shoe, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Handbags, all materials (except precious metal), manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Handles (e.g., luggage, whip), leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Harnesses and harness parts, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Harnesses, dog, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Heel caps, leather or metal, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Heel lifts, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Heels, boot and shoe, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Holsters, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Horse boots and muzzles manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Inner soles, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Jackets, welder's, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Key cases (except metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Laces (e.g., shoe), leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Lashes (i.e., whips) manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Leashes, dog, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Leather belting manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
Leather cut stock for shoe and boot manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather goods, small personal (e.g., coin purses, eyeglass cases, key cases), manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Leather handbags and purses manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
Leather luggage manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
Leather welting manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Leggings, welder's, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Lifts, heel, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Linings, boot and shoe, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Luggage, all materials, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Mill strapping for textile mills, leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Musical instrument cases, all materials, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Novelties, leather (e.g., cigarette lighter covers, key fobs), manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Pegs, leather shoe, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Personal leather goods (e.g., coin purses, eyeglass cases, key cases), small, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
Purses (except precious metal) manufacturing,316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Quarters (i.e., shoe cut stock), leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
"Rands (i.e., shoe cut stock), leather, manufacturing",316990,None,NAICS Index Item Description Code,2022 NAICS,No
